Minute,Requests,Required_CPU,Allocated_CPU,Replicas,Status,Worker_Distribution
905,1072,10.72,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
906,1261,12.61,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
907,1173,11.73,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
908,891,8.91,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
909,947,9.47,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
910,1063,10.63,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
911,1048,10.48,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
912,1135,11.35,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
913,1180,11.8,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
914,1371,13.71,14.0,14,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global)
915,1026,10.26,12.0,12,Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
916,892,8.92,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
917,839,8.39,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
918,1159,11.59,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
919,1008,10.08,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
920,1207,12.07,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
921,1152,11.52,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
922,1199,11.99,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
923,970,9.7,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
924,848,8.48,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
925,993,9.93,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
926,750,7.5,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
927,1103,11.03,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
928,838,8.38,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
929,863,8.63,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
930,841,8.41,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
931,690,6.9,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
932,921,9.21,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
933,721,7.21,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
934,924,9.24,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
935,718,7.18,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
936,1040,10.4,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
937,1030,10.3,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
938,1006,10.06,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
939,1267,12.67,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
940,1282,12.82,13.0,13,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
941,1179,11.79,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
942,1177,11.77,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
943,1176,11.76,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
944,1450,14.5,15.0,15,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 5_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global) | 5_c3(global)
945,1331,13.31,14.0,14,Scaled DOWN: global,6_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
946,898,8.98,12.0,12,Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
947,862,8.62,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
948,1103,11.03,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
949,1043,10.43,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
950,904,9.04,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
951,1079,10.79,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
952,1117,11.17,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
953,914,9.14,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
954,1030,10.3,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
955,819,8.19,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
956,767,7.67,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
957,926,9.26,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
958,886,8.86,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
959,992,9.92,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
960,1032,10.32,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
961,856,8.56,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
962,876,8.76,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
963,996,9.96,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
964,1197,11.97,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
965,1173,11.73,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
966,1228,12.28,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
967,1126,11.26,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
968,1157,11.57,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
969,1059,10.59,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
970,1233,12.33,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
971,1258,12.58,13.0,13,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
972,1059,10.59,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
973,1272,12.72,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
974,1038,10.38,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
975,968,9.68,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
976,1449,14.49,15.0,15,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 5_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global) | 5_c3(global)
977,1303,13.03,14.0,14,Scaled DOWN: global,6_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
978,1132,11.32,12.0,12,Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
979,1266,12.66,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
980,1061,10.61,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
981,1171,11.71,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
982,1027,10.27,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
983,1215,12.15,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
984,970,9.7,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
985,1092,10.92,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
986,1256,12.56,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
987,1346,13.46,14.0,14,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global)
988,1406,14.06,15.0,15,Scaled GLOBAL: 5_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global) | 5_c3(global)
989,1249,12.49,13.0,13,Scaled DOWN: global + Scaled DOWN: global,5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
990,1417,14.17,15.0,15,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3,5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global)
991,1241,12.41,13.0,13,Scaled DOWN: global + Scaled DOWN: global,6_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
992,1057,10.57,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
993,977,9.77,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
994,1354,13.54,14.0,14,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global)
995,1175,11.75,12.0,12,Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
